$	5.76446280992
,	14.7314049587
.	5.76446280992
1600	1.28099173554
450	1.28099173554
:	1.28099173554
UNK	0.640495867769
^	5.76446280992
a	8.96694214876
absoluta	1.28099173554
acotovelam	1.28099173554
alcançar	1.28099173554
aliança	1.28099173554
andaluzia	1.28099173554
anos	1.28099173554
ao	3.20247933884
aos	1.28099173554
apresentar	1.28099173554
aquele	1.28099173554
artístico	1.28099173554
as	3.20247933884
assembleia	1.28099173554
ateneu	1.28099173554
até	1.28099173554
autarquia	1.28099173554
bancos	1.28099173554
base	1.92148760331
bem	1.28099173554
bons	1.28099173554
candidato	1.28099173554
candidatos	1.28099173554
cantar	1.28099173554
carvalhas	1.28099173554
cerca	1.28099173554
clube	1.28099173554
com	1.28099173554
como	1.92148760331
compromisso	1.28099173554
concelho	1.28099173554
confiança	1.28099173554
conhecer	1.28099173554
conjunta	1.28099173554
cristóbal	1.28099173554
cumprir	1.28099173554
câmara	1.28099173554
da	3.84297520661
daí	1.28099173554
de	10.8884297521
deles	1.28099173554
dezoito	1.28099173554
dias	1.28099173554
dirigindo	1.28099173554
dirigir	1.28099173554
discursos	1.28099173554
diz	1.28099173554
do	1.28099173554
domingo	1.28099173554
dos	1.28099173554
e	6.40495867769
em	1.28099173554
empresa	1.92148760331
encontro	1.28099173554
entrar	1.28099173554
equipa	1.28099173554
espanha	1.28099173554
especial	1.28099173554
esperam	1.28099173554
falência	1.28099173554
ficaram	1.28099173554
folha	1.28099173554
foram	5.76446280992
forma	1.28099173554
freguesia	1.28099173554
freguesias	1.28099173554
frente	1.28099173554
global	1.28099173554
grande	1.28099173554
helena	1.28099173554
horário	1.28099173554
há	1.28099173554
imperador	1.28099173554
insubmissão	1.28099173554
intervenção	1.28099173554
intervenções	1.28099173554
ir	5.76446280992
josé	1.28099173554
juntaram	1.28099173554
justificadas	1.28099173554
loas	1.28099173554
madrid	1.28099173554
maioria	1.28099173554
mais	1.92148760331
manifestantes	1.28099173554
manifestação	1.28099173554
manifesto	1.28099173554
maria	1.28099173554
medina	1.28099173554
mesmo	1.28099173554
mostrar	1.28099173554
motivados	1.28099173554
moura	1.92148760331
muitos	1.28099173554
municipal	1.92148760331
na	1.28099173554
no	3.20247933884
nos	1.28099173554
novo	1.28099173554
não	1.92148760331
o	1.92148760331
objectivo	1.28099173554
onde	1.28099173554
onze	1.28099173554
orellana	1.28099173554
organizações	1.28099173554
os	4.48347107438
ou	1.28099173554
outras	1.28099173554
pacto	1.28099173554
palavra	1.28099173554
para	4.48347107438
parte	1.28099173554
participantes	1.28099173554
países	1.28099173554
pessoas	1.92148760331
petições	1.28099173554
por	1.28099173554
porta	1.28099173554
porta-voz	1.28099173554
portuguesas	1.28099173554
portugueses	1.28099173554
presidente	1.28099173554
pressionar	1.28099173554
prestados	1.28099173554
pretende	1.28099173554
programática	1.28099173554
próximos	1.28099173554
pós-de-mina	1.28099173554
quatro	1.28099173554
que	4.48347107438
razões	1.28099173554
recompensados	1.28099173554
referiu	1.28099173554
reforçar	1.28099173554
reinseri-las	1.28099173554
respeito	1.28099173554
resultados	1.28099173554
rota	1.28099173554
saragoça	1.28099173554
saudou	1.28099173554
se	2.56198347107
sentido	1.28099173554
sentiram	1.28099173554
ser	1.28099173554
serviços	1.28099173554
seu	1.28099173554
subscrito	1.28099173554
ter	1.28099173554
tipo	1.28099173554
todas	1.28099173554
todos	1.92148760331
trabalhadoras	1.28099173554
trabalho	1.92148760331
um	1.28099173554
uma	1.92148760331
valência	1.28099173554
vilafranquense	1.28099173554
vindos	1.28099173554
votação	1.28099173554
washington	1.28099173554
«	1.28099173554
»	1.28099173554
à	3.20247933884
às	1.28099173554
é	1.92148760331
